一级模块,二级模块,三级模块,四级模块,五级模块,功能点名称
工具集市,AI应用门户/应用市场,应用上架和管理,应用开发者管理,应用版本说明,文字说明应用的当前版本信息
工具集市,AI应用门户/应用市场,应用上架和管理,应用开发者管理,历史版本展示,相关历史本部信息及当前版本的调整方向查看
工具集市,AI应用门户/应用市场,应用上架和管理,应用上架核查,核查记录管理,提供应用上架后定时审查记录
工具集市,AI应用门户/应用市场,应用上架和管理,应用上架核查,核查问题新增,新增上架后核查问题记录
工具集市,AI应用门户/应用市场,应用上架和管理,应用上架核查,核查问题删除,删除上架后核查问题记录
工具集市,AI应用门户/应用市场,应用上架和管理,应用上架核查,核查问题编辑,编辑上架后核查问题记录
工具集市,AI应用门户/应用市场,应用上架和管理,应用上架核查,核查问题反馈,核查管理原反馈问题给模型提供方
工具集市,AI应用门户/应用市场,应用上架和管理,应用上架核查,核查问题跟踪,应用上架问题的跟踪
工具集市,AI应用门户/应用市场,推广和分析,应用推广,应用推广信息,应用推广信息
工具集市,AI应用门户/应用市场,推广和分析,应用推广,应用点击记录,记录应用点击的时间、操作员等
工具集市,AI应用门户/应用市场,推广和分析,应用推广,应用点击统计,分别按天、周、月统计各应用的点击使用
工具集市,AI应用门户/应用市场,推广和分析,应用推广,应用点击排名,分别按天、周、月统计各应用的点击排名
工具集市,AI应用门户/应用市场,推广和分析,应用推广,应用推广排序,根据每天各应用的点击率排序展示
工具集市,AI应用门户/应用市场,推广和分析,应用广告,应用广告信息,应用广告信息
工具集市,AI应用门户/应用市场,推广和分析,应用广告,视频推广介绍展示,各类大模型应用示例视频展示
工具集市,AI应用门户/应用市场,推广和分析,应用广告,滚动图片推广展示,亮点大模型应用滚动图片推广
工具集市,AI应用门户/应用市场,推广和分析,应用广告,推广图片上传,滚动图片上传
工具集市,AI应用门户/应用市场,推广和分析,应用广告,推广图片移除,滚动图片移除
工具集市,AI应用门户/应用市场,推广和分析,应用广告,推广视频上传,推广视频上传
工具集市,AI应用门户/应用市场,推广和分析,应用广告,推广视频移除,推广视频删除
工具集市,AI应用门户/应用市场,推广和分析,应用广告,推广日志管理,系统推广日志记录编辑
工具集市,AI应用门户/应用市场,推广和分析,应用广告,推广活动管理,提供促销活动工具
工具集市,AI应用门户/应用市场,推广和分析,应用使用分析,应用使用和分析信息,应用使用和分析信息
工具集市,AI应用门户/应用市场,推广和分析,应用使用分析,统计分析-视频生成类模型应用,统计视频生成类模型应用的使用情况
工具集市,AI应用门户/应用市场,推广和分析,应用使用分析,统计分析-音频生成类模型应用,统计音频生成类模型应用的使用情况
工具集市,AI应用门户/应用市场,推广和分析,应用使用分析,统计分析-音视频合成类模型应用,统计音视频合成类模型应用的使用情况
工具集市,AI应用门户/应用市场,推广和分析,应用使用分析,统计分析-图像编辑类模型应用,统计图像编辑类模型应用的使用情况
工具集市,AI应用门户/应用市场,推广和分析,应用使用分析,统计分析-原子能力模型应用,统计原子能力大模型应用的使用情况
工具集市,AI应用门户/应用市场,推广和分析,应用使用分析,统计分析-高清4K视频类模型应用,统计高清4K视频类模型应用的使用情况
工具集市,AI应用门户/应用市场,推广和分析,应用使用分析,统计分析-政务类模型应用,统计政务类大模型应用的使用情况
工具集市,AI应用门户/应用市场,推广和分析,应用使用分析,统计分析-视频拍摄类模型应用,统计视频拍摄类模型应用的使用情况
工具集市,AI应用门户/应用市场,推广和分析,应用使用分析,统计分析-短剧生成类模型应用,统计短剧生成类模型应用的使用情况
工具集市,AI应用门户/应用市场,推广和分析,应用使用分析,统计分析-人工交互类模型应用,统计人工交互类模型应用的使用情况
工具集市,AI应用门户/应用市场,推广和分析,应用使用分析,统计分析-智慧制作类模型应用,统计智慧制作类模型应用的使用情况
工具集市,AI应用门户/应用市场,用户评价和反馈,评分规则,规则展现展示,评分规则在线浏览
工具集市,AI应用门户/应用市场,用户评价和反馈,在线评价,应用质量、质量、操作-评价,1-5星进行选择编辑
工具集市,AI应用门户/应用市场,用户评价和反馈,在线评价,在线打分,综合性的对模型应用进行打分（1-10分）
工具集市,AI应用门户/应用市场,用户评价和反馈,线上评论,线上评论信息,线上评论信息
工具集市,AI应用门户/应用市场,用户评价和反馈,线上评论,应用评论留言,允许用户对应用进行评论留言
工具集市,AI应用门户/应用市场,用户评价和反馈,线上评论,留言条管理,系统后台对留言条进行编辑
工具集市,AI应用门户/应用市场,用户评价和反馈,线上评论,留言条分类,大模型根据留言的内容进行分析、分类
工具集市,AI应用门户/应用市场,用户评价和反馈,线上评论,留言条归档,留言条归档，与用户反馈整合
工具集市,AI应用门户/应用市场,用户评价和反馈,用户反馈,用户反馈信息,用户反馈信息
工具集市,AI应用门户/应用市场,用户评价和反馈,用户反馈,反馈申请页面,提供开放的反馈信息编辑
工具集市,AI应用门户/应用市场,用户评价和反馈,用户反馈,反馈申请审核,反馈内容审批编辑
工具集市,AI应用门户/应用市场,用户评价和反馈,用户反馈,反馈内容分类选择,反馈内容分类编辑
工具集市,AI应用门户/应用市场,用户评价和反馈,用户反馈,反馈申请查看,反馈内容在线查看
工具集市,AI应用门户/应用市场,用户评价和反馈,用户反馈,反馈回复,反馈内容在线回复
工具集市,AI应用门户/应用市场,用户评价和反馈,用户反馈,反馈回复审核,反馈内容在线回复审核编辑
工具集市,AI应用门户/应用市场,用户评价和反馈,用户反馈,反馈回复修改,反馈内容在线回复修改
工具集市,AI应用门户/应用市场,用户评价和反馈,用户通知,留言、回复提醒,开发者可以回应用户反馈
工具集市,AI应用门户/应用市场,用户评价和反馈,用户通知,回复内容查看,查看用户的回复内容
工具集市,AI应用门户/应用市场,细分行业分类,行业目录管理,行业目录管理信息信息,行业目录管理信息信息
工具集市,AI应用门户/应用市场,细分行业分类,行业目录管理,目录列表展示,根据行业特点细分应用列表展示
工具集市,AI应用门户/应用市场,细分行业分类,行业目录管理,目录查询,目录的快速查询
工具集市,AI应用门户/应用市场,细分行业分类,行业目录管理,目录注册,目录的新增、注册
工具集市,AI应用门户/应用市场,细分行业分类,行业目录管理,目录删除,目录的删除
工具集市,AI应用门户/应用市场,细分行业分类,行业目录管理,目录编辑,目录的修改、编辑
工具集市,AI应用门户/应用市场,细分行业分类,行业目录管理,目录排序,目录的排序展示
工具集市,AI应用门户/应用市场,细分行业分类,图标库建设,图标库信息,图标库信息
工具集市,AI应用门户/应用市场,细分行业分类,图标库建设,图标新增,应用、目录的图标编辑
